,Bootstrap_nr,Current_position,Salary,Actual_hrs,Effort,Policy_influence,Performance_pressure,Teaching_percent,Research_percent,Academic_Resources,Perceived_Autonomy,Leadership_quality,Sense_of_community,Contract_duration_2.0,Contract_duration_3.0,Contract_duration_6.0,Leadership_position_2.0,Leadership_position_3.0
5612,1403,Current_position_3.0,-0.0029483170441206735,0.002148962862884331,0.0024517423332938337,0.0007437505393264425,-4.208956207716817e-05,-0.00011819435543583418,0.0010108702576027884,1.1739707608084905e-05,0.0006064710948312164,2.1784098820537884e-05,0.000296481557352683,1.1440138423794949e-05,0.0002461907760336078,-1.6606130334463061e-09,-0.0001130427784029254,-0.0030835525067978305
5613,1403,Current_position_4.0,-0.004984586184442781,0.006244704709330194,-0.0007210037952555541,0.002405507607212053,6.887218763626836e-06,-0.002041819796047224,0.006958727098051464,1.6161562381846302e-05,0.001931288668284299,4.644911074130235e-05,-0.0011808751327289347,-0.0001632536591192678,0.0031790203497407206,6.176516490204584e-09,6.848411312219167e-05,-0.01459651144327039
5614,1403,Current_position_5.0,-0.008240754854937027,0.007466861203824693,0.0004791305490156357,0.004258949822605099,0.00010296277705929054,-0.0015960530570383366,0.009799686751381745,2.6992993194987365e-05,0.001106431915017699,3.376914857583737e-06,-0.0006213768010852961,2.5544674339964454e-05,0.003178837186069705,0.0008230742254880114,-0.0005485409477696707,-0.007777727622610488
5615,1403,Current_position_6.0,-0.009392240050743978,0.007070736611397779,8.29269695344115e-05,0.006108663296872536,-8.95652284506215e-05,-0.003771215115527746,0.012980289577064374,0.00010015337375758764,0.0033281615469345893,-9.500512864677563e-06,-0.0010937991395390484,-2.012657869719197e-05,0.003150862412862242,0.0028195268792213664,-0.0010387662285405,-0.003722589362503558
5616,1404,Current_position_3.0,-0.0026630031153967587,0.0014361440178665174,-0.0014431682163851334,0.00046084412144896966,-0.0003814140463681969,8.585667130783511e-06,0.0014579762998684583,8.80096378798601e-05,-0.0002732288091963742,0.00035489123779591797,0.0004564263572898486,-9.761994229087009e-06,0.00014246419961234228,-1.609754893288994e-08,0.0010021045718648966,-0.002169189514736681
5617,1404,Current_position_4.0,-0.007345900145336002,0.0022400494181346433,0.0006506001060561775,0.002197574003534411,-0.0001677735258820909,-9.109395150543517e-05,0.004103918458237924,-0.0001605612638091482,0.0008680629492277445,0.0002702220326304909,-0.0010906344942383554,2.9228849314812332e-05,0.001772144607791615,-0.003117567219028629,0.002357192265722604,-0.006676410513811858
5618,1404,Current_position_5.0,-0.0074831925698511026,0.002122015762510933,-0.0011484834067911746,0.002726297197483829,-0.000497213630042398,-3.699833242258135e-05,0.004274355753567467,-6.318195323737921e-05,0.000881990868145769,-0.0003675719907488686,-0.0009450251584430927,-8.154548857014366e-06,0.0017721363326913594,1.019381489631807e-08,0.004563454832091149,-0.003367736675769941
5619,1404,Current_position_6.0,-0.0070489318948133125,0.002595767045593227,0.0009899547324634147,0.0034187814320511376,0.000562496748586797,-0.00014447408285665918,0.005567452136224609,0.0002896975052987026,0.0007258877813263381,-7.454230318303943e-05,3.937701216728062e-05,-1.527666861035802e-05,0.0017557290960667012,-0.003871151433876178,0.005554760215362056,-0.0021532833910475144
5620,1405,Current_position_3.0,-0.001145096908655498,0.0012060875821376274,0.00020519426417833105,-4.5032785246311434e-05,-2.754134750348036e-05,-0.001270218859460112,0.004699082091061744,-0.0017005173772172526,-3.736055514231967e-05,0.0002224220354404025,0.0002760980042572719,-0.0024214564631997435,-0.0002300103934435407,-3.646105029927658e-09,-0.00012373077706118432,-0.004386112050439603
5621,1405,Current_position_4.0,-0.002602523454073361,0.0014737187281362567,-0.000135706926777621,-0.000587913029326417,6.794619931086633e-05,-0.005495168708965988,0.009556756372517069,-0.004413578480886147,-0.0023865175331443116,0.0016043067743877,0.00011744010317884547,0.0015681343267718551,0.008697209591303087,0.00045335889735322694,-0.00034490004065994176,-0.006123217437306318
5622,1405,Current_position_5.0,-0.002664943627105023,0.0015067793911099105,0.0002918288626861432,-0.0008085488722308515,8.649344639864984e-06,-0.004192618740434144,0.009609818277034842,-0.0011365011147565158,0.001855003948190547,-0.0003129380182060092,-0.0012278484467686001,-0.003042179298348767,0.008697207661539516,-3.1335938033860904e-09,-0.0008779092525246937,-0.003943556935759384
5623,1405,Current_position_6.0,-0.0034934270127699764,0.0017719091346667022,-2.3994542797327133e-05,-0.0008551931677457203,-1.5565083286483447e-05,-0.007682062586139238,0.012927224260396535,-0.0027037562127582362,0.0008136877239802062,-0.00015571667161261255,-0.00030652775872206945,-0.0010869917095733268,0.008515629746259879,0.0003485984525169001,-0.0013866839101022222,-0.001799939189140786
5624,1406,Current_position_3.0,-0.006020023686236386,0.001080087029150641,0.00033932047009569463,0.00024242937552121775,-0.0002934909087726255,-8.988953935524069e-05,0.0015894944840920508,-4.501479626282631e-05,0.0020291125047153208,0.0004054836756171686,-0.0003229692769446651,-0.000698551543700826,-1.283824196564538e-06,8.181531996133799e-08,0.00045942299297487373,0.004464589851466967
